seed,r
11,0.5
11,0
11,0
11,-0.5
11,-0.5
11,1
11,-0.5
11,0
11,1
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0.5
11,0
11,0
11,0
11,-0.5
11,0
11,0.5
11,-0.5
11,0.5
11,0
11,0
11,0
11,0
11,1
11,-0.5
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,1
11,-0.5
11,0
11,-1
11,1
11,-1
11,1
11,1
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0.5
11,0
11,0
11,-0.5
11,-2
11,0
11,-0.5
11,0.5
11,-1
11,0
11,1
11,-1.5
11,-0.5
11,0.5
11,0.5
11,0.5
11,-1.5
11,0.5
11,0.5
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0.5
11,0
11,0.5
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0.5
11,0
11,0
11,-0.5
11,0
11,0.5
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0
11,0
11,0.5
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,-0.5
11,0.5
11,0
11,0
11,0
11,-0.5
11,1.5
11,-1
11,1
11,-1.5
11,1
11,0.5
11,0
11,0
11,0
11,-0.5
11,0
11,0.5
11,-0.5
11,1.5
11,-1.5
11,0
11,0
11,0.5
11,0
11,-0.5
11,1
11,0
11,0.5
11,-0.5
11,-0.5
11,0.5
11,0.5
11,-1.5
11,0
11,1.5
11,0
11,0
12,-2.5
12,0
12,0.5
12,0
12,1
12,-0.5
12,0.5
12,0
12,-1.5
12,0
12,0.5
12,0
12,0
12,0
12,0
12,-0.5
12,2.5
12,0.5
12,1
12,0.5
12,1
12,0
12,0
12,-0.5
12,0.5
12,-0.5
12,0
12,0
12,0.5
12,-2
12,-0.5
12,0
12,0.5
12,0.5
12,-3
12,0.5
12,-1
12,-1
12,0
12,-1
12,0
12,0.5
12,1
12,1.5
12,1
12,0
12,0
12,-2.5
12,-0.5
12,-0.5
12,0
12,-1
12,2
12,1
12,-0.5
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0
12,0.5
12,0
12,0
12,-0.5
12,0.5
12,-0.5
12,0
12,0.5
12,0
12,-0.5
12,0
12,1
12,0
12,0.5
12,0
12,0
12,1
12,1
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,-2
12,-0.5
12,-0.5
12,-1.5
12,0.5
12,-0.5
12,0
12,0
12,0
12,1
12,0.5
12,-1.5
12,1
12,1.5
12,0
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,-0.5
12,0.5
12,0
12,0
12,0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0.5
12,0.5
12,0
12,0.5
12,0.5
12,0
12,-0.5
12,0
12,0
12,0.5
12,0
12,0
12,0
12,-0.5
12,0
12,0
12,0.5
12,0
12,0
12,0
12,-0.5
12,0
12,0
12,0
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0
12,0
12,-1
12,0
12,0
12,0.5
12,0
12,-1.5
12,0
12,0
12,0
12,0
12,0
12,1
12,0.5
12,0
12,0
12,1
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0.5
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,-0.5
12,0.5
12,-0.5
12,0
12,0
12,0.5
12,0
12,0
12,-0.5
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,0
12,-0.5
12,0
12,0
12,0.5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,-0.5
12,0.5
12,-0.5
12,0
12,0
12,0.5
12,0
12,0
12,0
12,0
12,0
13,0
13,-1.5
13,1
13,2.5
13,-0.5
13,0
13,0.5
13,0
13,1
13,1.5
13,1.5
13,0.5
13,-1
13,1.5
13,-0.5
13,0.5
13,0
13,0
13,0
13,-0.5
13,0
13,0
13,0.5
13,-0.5
13,0
13,0.5
13,-0.5
13,0
13,0
13,1
13,0.5
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,0
13,0
13,0
13,0
13,0
13,0.5
13,0.5
13,0
13,0
13,-1.5
13,1
13,-0.5
13,-0.5
13,0.5
13,-0.5
13,1
13,0.5
13,0
13,-0.5
13,0
13,0.5
13,-0.5
13,0
13,0
13,-1
13,1
13,0
13,0.5
13,0
13,0
13,-0.5
13,0.5
13,0
13,0
13,0
13,-0.5
13,0
13,0
13,0
13,0
13,0
13,0.5
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,-0.5
13,0
13,0.5
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,-1
13,1
13,-1.5
13,1.5
13,-1.5
13,0
13,1
13,-0.5
13,0.5
13,-1
13,0
13,-1
13,0.5
13,0
13,0.5
13,-1
13,0.5
13,-0.5
13,0
13,0.5
13,0
13,1.5
13,-2
13,-0.5
13,1
13,0.5
13,0.5
13,-0.5
13,1
13,-1
13,1
13,0
13,-1
13,1
13,0
13,0
13,0.5
13,0
13,0
13,-1.5
13,0
13,0
13,1.5
13,0
13,-0.5
13,0.5
13,0
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0
13,0.5
13,0
13,0
13,0
13,0
13,-0.5
13,0.5
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,1
13,0.5
13,-1.5
13,1.5
13,0
13,-1.5
13,0.5
13,1
13,-0.5
13,0
13,0.5
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,0
13,0
13,-0.5
13,0
13,0.5
13,0
13,0
13,-0.5
13,0
13,0
13,0
13,0
13,0
13,0.5
13,0
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0
13,0
13,0.5
13,0
13,-0.5
13,0
13,0.5
13,0
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,0
13,0
13,0
13,-0.5
13,0
13,0.5
13,-0.5
13,0.5
13,0
13,0
13,-0.5
13,0.5
13,-0.5
13,0.5
13,-0.5
13,0.5
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
14,0
14,1
14,0.5
14,1.5
14,0
14,0.5
14,-0.5
14,-2.5
14,-1
14,-1
14,0
14,1
14,0.5
14,0
14,-1.5
14,0
14,0
14,-0.5
14,0
14,0
14,0.5
14,1
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,1
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0.5
14,0
14,0
14,0
14,0
14,0.5
14,-0.5
14,0
14,0.5
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,-0.5
14,0.5
14,-0.5
14,0
14,0.5
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0.5
14,0.5
14,-0.5
14,0
14,0
14,-1
14,0
14,1.5
14,-0.5
14,0.5
14,-1.5
14,1
14,0
14,0.5
14,0
14,-0.5
14,0
14,0.5
14,-0.5
14,0.5
14,0
14,-0.5
14,0
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,-0.5
14,0.5
14,0
14,-0.5
14,0.5
14,-0.5
14,0.5
14,-0.5
14,0
14,0.5
14,0
14,0
14,-0.5
14,0.5
14,0
14,-0.5
14,0.5
14,-0.5
14,0
14,0
14,0
14,0
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0
14,0
14,0
14,0.5
14,0
14,-0.5
14,0.5
14,0
14,-0.5
14,0
14,0
14,0.5
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0
14,0
14,0
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0
14,0
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,-0.5
14,0.5
14,0
14,-0.5
14,0.5
15,0
15,0
15,-2
15,0
15,0
15,0.5
15,0
15,-1
15,0.5
15,-1
15,-1
15,-1
15,-1
15,-0.5
15,0
15,1
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,-0.5
15,0
15,0
15,0.5
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0
15,0.5
15,0
15,0
15,0
15,0
15,1
15,0
15,-0.5
15,0
15,0
15,0
15,0
15,0.5
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0
15,0
15,0
15,0.5
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,-0.5
15,0
15,0
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,-0.5
15,0
15,0.5
15,1
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0.5
15,0.5
15,0
15,-0.5
15,0
15,0
15,0
15,-1
15,-0.5
15,0
15,0
15,0
15,0.5
15,-1
15,0.5
15,-0.5
15,0
15,1
15,0
15,-1
15,0
15,1
15,0
15,-1
15,0
15,0.5
15,0
15,-0.5
15,0
15,-1
15,0
15,0
15,1
15,-1
15,1.5
15,-0.5
15,0
15,0.5
15,-1.5
15,0.5
15,-0.5
15,1.5
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,-1.5
15,-0.5
15,0
15,0
15,0
15,0.5
15,0
15,0.5
15,0
15,-0.5
15,1.5
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,-0.5
15,0
15,0
15,0
15,0.5
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,-0.5
15,0
15,0.5
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0
15,0
15,0.5
15,0
15,-0.5
15,0.5
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,-0.5
15,0.5
15,-0.5
15,0.5
15,0
15,0
15,0
15,-0.5
15,0.5
15,0
15,0
15,-0.5
15,0.5
15,-0.5
15,0.5
15,0
15,-0.5
15,0
15,0
15,1.5
16,-3
16,-3
16,0
16,-2
16,-1
16,-1
16,0
16,1
16,0.5
16,1
16,0
16,3
16,3
16,2.5
16,1
16,1
16,-0.5
16,-1
16,-1
16,1
16,-3
16,0
16,0
16,0.5
16,0.5
16,-1
16,1.5
16,-1
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,0
16,0
16,-0.5
16,-1
16,0
16,-1.5
16,0.5
16,0
16,2
16,0
16,0
16,0.5
16,-1.5
16,0
16,0
16,0.5
16,0
16,1
16,0
16,-0.5
16,0.5
16,0.5
16,0
16,0.5
16,0.5
16,0.5
16,-1.5
16,1
16,0
16,0
16,-1
16,1.5
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,-0.5
16,0.5
16,1
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,-0.5
16,-0.5
16,-1
16,-1
16,0.5
16,0
16,-1.5
16,0
16,0.5
16,-1
16,0
16,0
16,0.5
16,0
16,1
16,0.5
16,0.5
16,1
16,0
16,0.5
16,0
16,0.5
16,0
16,-0.5
16,0
16,0
16,0
16,0
16,-3.5
16,0.5
16,0.5
16,0
16,-0.5
16,0
16,0.5
16,-0.5
16,0
16,0.5
16,-0.5
16,0
16,1.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0.5
16,0
16,0.5
16,0
16,-1.5
16,0
16,0.5
16,-0.5
16,1
16,0.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,0
16,-0.5
16,0.5
16,0
16,1
16,0
16,-0.5
16,0
16,0
16,0
16,0.5
16,0
16,0
16,0
16,-0.5
16,0
16,0
16,0
16,0.5
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,-0.5
16,0
16,0
16,0.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
16,0
16,-0.5
16,0
16,0.5
16,0
16,0
16,0
16,-0.5
16,0.5
16,0
16,0
16,0
17,0.5
17,-0.5
17,0
17,1
17,0.5
17,0
17,0.5
17,0
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,-0.5
17,0.5
17,0
17,0
17,0
17,-0.5
17,0
17,0
17,0.5
17,-0.5
17,0.5
17,0
17,-0.5
17,0
17,1.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,-0.5
17,0
17,0.5
17,0
17,-0.5
17,0
17,0.5
17,-0.5
17,0.5
17,0
17,0
17,-0.5
17,0.5
17,-0.5
17,0.5
17,0
17,0
17,0
17,0
17,-0.5
17,0.5
17,-0.5
17,0.5
17,-0.5
17,0
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0.5
17,0
17,0
17,0
17,-0.5
17,0.5
17,-0.5
17,0
17,0.5
17,0
17,-0.5
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0.5
17,-0.5
17,0.5
17,0
17,0
17,-0.5
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0
17,0.5
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,-0.5
17,0
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0.5
17,-0.5
17,0.5
17,0.5
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,-0.5
17,0
17,0.5
17,-0.5
17,0.5
17,-0.5
17,0.5
17,0
17,0
17,-0.5
17,0
17,0
17,0.5
17,0
17,-0.5
17,0.5
17,0
17,0
17,-0.5
17,0.5
17,0
17,0
17,0
17,0
17,-0.5
17,0.5
17,0
17,0
17,0
17,-0.5
17,0.5
17,0
17,-0.5
17,0
17,0
17,0.5
17,-0.5
17,0
17,0.5
17,0
17,0
17,0
17,0
17,0
17,0
17,0
18,0.5
18,1.5
18,0
18,0
18,0
18,-1.5
18,-1.5
18,0.5
18,0
18,-1.5
18,0.5
18,0.5
18,1
18,0
18,-1
18,0
18,1
18,0.5
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,-2
18,0
18,0.5
18,-0.5
18,0
18,0.5
18,0.5
18,0
18,0
18,-0.5
18,0.5
18,-0.5
18,-0.5
18,0
18,0.5
18,0.5
18,0.5
18,0
18,-0.5
18,0
18,0
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,1
18,0
18,0.5
18,0.5
18,0
18,0
18,0.5
18,0.5
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0
18,0.5
18,0
18,0
18,-0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0
18,0.5
18,0
18,0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0.5
18,-0.5
18,0.5
18,0
18,-0.5
18,0
18,0.5
18,0
18,-0.5
18,0.5
18,-0.5
18,0
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0.5
18,0
18,0
18,0
18,-0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0.5
18,-0.5
18,0.5
18,-0.5
18,0
18,0
18,0.5
18,-1
18,-0.5
18,0
18,0
18,0
18,0
18,0.5
18,-0.5
18,0.5
18,0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0
18,0
18,0
18,0
18,0.5
18,-0.5
18,0.5
18,0
18,0
18,0
18,-0.5
18,0
18,0.5
18,0
18,-0.5
18,0.5
18,-0.5
18,0
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0
18,0.5
18,0
18,0
18,0
18,-0.5
18,0.5
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,-0.5
18,0.5
18,0
18,-0.5
18,0
19,-1
19,1
19,1
19,0.5
19,-0.5
19,-1
19,-1
19,0
19,0
19,0
19,0
19,1
19,-0.5
19,-1.5
19,0.5
19,0
19,1
19,-1
19,0.5
19,1
19,0.5
19,0
19,-0.5
19,0.5
19,1
19,0.5
19,0.5
19,0.5
19,0.5
19,-0.5
19,0
19,0.5
19,-0.5
19,-1
19,-1
19,1
19,-1
19,1
19,0
19,0.5
19,0.5
19,0
19,0
19,0.5
19,-0.5
19,0
19,0
19,0.5
19,0
19,0.5
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0.5
19,0
19,-0.5
19,0.5
19,0
19,0
19,0
19,-0.5
19,0
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0
19,0
19,0.5
19,0
19,-0.5
19,0.5
19,0
19,0
19,0
19,-0.5
19,0
19,0
19,-1
19,1
19,-1
19,0
19,0
19,-0.5
19,0
19,0
19,1
19,0
19,0.5
19,0.5
19,-1
19,0
19,0.5
19,0.5
19,0
19,0
19,0
19,-0.5
19,0.5
19,0
19,-0.5
19,0.5
19,-0.5
19,0.5
19,-1.5
19,1
19,-1
19,0.5
19,-1.5
19,0
19,0
19,1.5
19,-0.5
19,0.5
19,-1.5
19,0
19,1.5
19,0
19,0
19,0
19,0
19,0
19,0.5
19,0.5
19,-0.5
19,0
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0.5
19,-0.5
19,0
19,0
19,0.5
19,-0.5
19,0
19,0.5
19,-0.5
19,0.5
19,0
19,0
19,-0.5
19,0
19,0.5
19,0
19,0
19,0
19,0.5
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0
19,0
19,0
19,0.5
19,-0.5
19,0.5
19,0
19,-0.5
19,0.5
19,0
19,0
19,-0.5
19,0.5
19,0
19,0
19,0
19,0
19,-0.5
19,0
19,0
19,0.5
19,-1.5
19,1
19,-1
19,1
19,-0.5
19,0
19,0.5
19,-1
19,0
19,-1
19,1.5
19,-1.5
19,0
19,-0.5
19,0
19,0
19,0
19,0
19,0.5
19,0
19,0.5
19,0
19,0
19,0
19,0
19,-0.5
19,1.5
19,0
19,0
19,0
19,-1.5
19,1
19,-1
19,0
19,0
19,1.5
19,0
19,0
19,0
19,0
19,0
19,0
19,-0.5
19,0
19,0.5
19,-0.5
19,0
19,0.5
19,-0.5
19,0
19,0.5
19,0
19,0
19,0
19,0
19,0
19,0
19,1
19,0
19,0
19,0
19,-0.5
19,0.5
20,-1
20,-2.5
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,-0.5
20,0.5
20,0.5
20,-2.5
20,0
20,1
20,0.5
20,0
20,0
20,0
20,0
20,1
20,0.5
20,0
20,-2.5
20,0
20,0
20,0.5
20,0
20,-1
20,0
20,0
20,1
20,0
20,0
20,1.5
20,0.5
20,0.5
20,0
20,0.5
20,0.5
20,0.5
20,0
20,1
20,0.5
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,-0.5
20,-1
20,0
20,0
20,0
20,-0.5
20,-1
20,0.5
20,0
20,-1
20,0
20,0.5
20,0
20,0
20,-0.5
20,0.5
20,-0.5
20,0.5
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0.5
20,-0.5
20,0
20,0.5
20,1
20,0
20,0
20,-0.5
20,0
20,0
20,0.5
20,0
20,-0.5
20,0
20,0
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0
20,0
20,0.5
20,0
20,0
20,-0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,1
20,0
20,0.5
20,0
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,-0.5
20,0.5
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0.5
20,0
20,-0.5
20,0
20,0
20,0
20,0
20,0.5
20,0
20,0
20,0
20,-0.5
20,0.5
20,-0.5
20,0
20,0.5
20,0
20,0
20,0
20,0
20,-0.5
20,0
20,0.5
20,0.5
20,0.5
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,-0.5
21,0.5
21,1.5
21,-0.5
21,0.5
21,0
21,-0.5
21,0.5
21,-0.5
21,-2.5
21,0.5
21,-1
21,-1
21,2
21,0
21,1
21,1.5
21,0
21,0
21,0
21,0
21,0
21,0.5
21,-1
21,-1
21,-0.5
21,-1.5
21,0.5
21,-1
21,-0.5
21,0.5
21,0
21,0
21,0
21,0
21,0.5
21,0.5
21,-0.5
21,1.5
21,1
21,1
21,0.5
21,0.5
21,-0.5
21,0.5
21,0
21,0
21,0
21,-0.5
21,0.5
21,0
21,-0.5
21,0.5
21,0
21,0.5
21,-1
21,1
21,0
21,-0.5
21,-0.5
21,0
21,0.5
21,0
21,0.5
21,0.5
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
